session_id	participant_id	task_id	et_available	gaze_usable	pupil_usable	duration_s	gaze_valid_frac	pupil_missing_frac	qc_flag	qc_notes
ses-20260319_grp-14_run01	P2	T4	True	True	True	487.82416200000443	0.9474700180712995	0.05252998192870051	ok	ok
ses-20260319_grp-14_run01	P3	T4	True	True	True	488.06585699999414	0.948440065681445	0.05155993431855499	ok	ok
ses-20260319_grp-14_run01	P4	T4	True	True	True	487.84561699999904	0.919586019959752	0.08041398004024802	ok	ok
ses-20260319_grp-15_run01	P1	T0	True	True	True	918.1005299999961	0.9496748286849112	0.050325171315088846	ok	ok
ses-20260319_grp-15_run01	P2	T0	True	True	True	918.043410000013	0.8724137931034482	0.12758620689655176	pupil_left_low_coverage	Left-eye pupil diameter is missing for more than 30 % of samples.
ses-20260319_grp-15_run01	P3	T0	True	True	True	918.1665800000046	0.9293632435735172	0.07063675642648282	ok	ok
ses-20260319_grp-15_run01	P4	T0	True	True	True	915.0945180000126	0.8075803025990235	0.19241969740097653	pupil_right_low_coverage	Right-eye pupil diameter is missing for more than 30 % of samples.
ses-20260319_grp-15_run01	P1	T1	True	True	True	900.9691719999973	0.9592812506949541	0.04071874930504593	ok	ok
ses-20260319_grp-15_run01	P2	T1	True	True	True	900.9724790000037	0.8787359900373599	0.12126400996264008	pupil_left_low_coverage	Left-eye pupil diameter is missing for more than 30 % of samples.
ses-20260319_grp-15_run01	P3	T1	True	True	True	900.9553400000004	0.9682433784775502	0.031756621522449846	ok	ok
ses-20260319_grp-15_run01	P4	T1	True	True	True	900.9683590000059	0.855646488457946	0.144353511542054	ok	ok
ses-20260319_grp-15_run01	P1	T2	True	True	True	1035.415267999997	0.9411730557114384	0.05882694428856161	ok	ok
ses-20260319_grp-15_run01	P2	T2	True	True	True	1035.4160779999947	0.8553930105654244	0.14460698943457562	pupil_left_low_coverage;pupil_right_low_coverage	Left-eye pupil diameter is missing for more than 30 % of samples. | Right-eye pupil diameter is missing for more than 30 % of samples.
ses-20260319_grp-15_run01	P3	T2	True	True	True	1035.4194080000016	0.9433801617709664	0.0566198382290336	ok	ok
ses-20260319_grp-15_run01	P4	T2	True	True	True	1035.4173239999946	0.9039786361173465	0.09602136388265348	ok	ok
ses-20260319_grp-15_run01	P1	T3	True	True	True	877.8668849999958	0.9734103254667458	0.026589674533254226	ok	ok
ses-20260319_grp-15_run01	P2	T3	True	True	True	877.8706209999946	0.8791966221613603	0.1208033778386397	pupil_left_low_coverage;pupil_right_low_coverage	Left-eye pupil diameter is missing for more than 30 % of samples. | Right-eye pupil diameter is missing for more than 30 % of samples.
ses-20260319_grp-15_run01	P3	T3	True	True	True	877.8534070000023	0.9452686355959282	0.05473136440407178	ok	ok
ses-20260319_grp-15_run01	P4	T3	True	False	True	877.8655790000048	0.915527354894666	0.08447264510533403	gaze_out_of_bounds	More than 10 % of valid gaze samples fall outside the scene-camera frame [0, 1] in either axis; possible calibration drift or head rotation artefacts.
ses-20260319_grp-15_run01	P1	T4	True	True	True	418.02517100000114	0.9553776840490797	0.044622315950920255	ok	ok
ses-20260319_grp-15_run01	P2	T4	True	True	True	418.0174090000073	0.8511790644171779	0.14882093558282206	pupil_left_low_coverage;pupil_right_low_coverage	Left-eye pupil diameter is missing for more than 30 % of samples. | Right-eye pupil diameter is missing for more than 30 % of samples.
ses-20260319_grp-15_run01	P3	T4	True	True	True	418.0387899999914	0.9447399952072849	0.05526000479271509	ok	ok
ses-20260319_grp-15_run01	P4	T4	True	True	True	418.034090000001	0.8894746932515337	0.11052530674846628	pupil_right_low_coverage	Right-eye pupil diameter is missing for more than 30 % of samples.
ses-20260320_grp-16_run01	P1	T0	True	True	True	381.991064	1.0	0.0	blink_detection_unreliable	Gaze validity is too low (< 70%) to distinguish blinks from tracking failures; blink_count_est, blink_rate_per_min, and blink_duration_mean_s are set to NaN. When gaze_valid is stuck at 1.0 (>= 99%), pupil-NaN transitions are used as a fallback instead of raising this flag.
ses-20260320_grp-16_run01	P2	T0	True	True	True	381.710653	1.0	0.0	blink_detection_unreliable	Gaze validity is too low (< 70%) to distinguish blinks from tracking failures; blink_count_est, blink_rate_per_min, and blink_duration_mean_s are set to NaN. When gaze_valid is stuck at 1.0 (>= 99%), pupil-NaN transitions are used as a fallback instead of raising this flag.
ses-20260320_grp-16_run01	P3	T0	True	True	True	381.971089	1.0	0.0	pupil_right_low_coverage	Right-eye pupil diameter is missing for more than 30 % of samples.
ses-20260320_grp-16_run01	P4	T0	True	True	True	381.971071	1.0	0.0	ok	ok
ses-20260320_grp-16_run01	P1	T1	True	True	True	307.97714999999994	1.0	0.0	blink_detection_unreliable	Gaze validity is too low (< 70%) to distinguish blinks from tracking failures; blink_count_est, blink_rate_per_min, and blink_duration_mean_s are set to NaN. When gaze_valid is stuck at 1.0 (>= 99%), pupil-NaN transitions are used as a fallback instead of raising this flag.
ses-20260320_grp-16_run01	P2	T1	True	True	True	307.35607600000003	1.0	0.0	blink_detection_unreliable	Gaze validity is too low (< 70%) to distinguish blinks from tracking failures; blink_count_est, blink_rate_per_min, and blink_duration_mean_s are set to NaN. When gaze_valid is stuck at 1.0 (>= 99%), pupil-NaN transitions are used as a fallback instead of raising this flag.
ses-20260320_grp-16_run01	P3	T1	True	True	True	307.997242	1.0	0.0	pupil_right_low_coverage	Right-eye pupil diameter is missing for more than 30 % of samples.
ses-20260320_grp-16_run01	P4	T1	True	True	True	307.97714399999995	1.0	0.0	ok	ok
ses-20260320_grp-16_run01	P1	T2	True	False	True	401.98723600000005	1.0	0.0	blink_detection_unreliable;gaze_out_of_bounds	Gaze validity is too low (< 70%) to distinguish blinks from tracking failures; blink_count_est, blink_rate_per_min, and blink_duration_mean_s are set to NaN. When gaze_valid is stuck at 1.0 (>= 99%), pupil-NaN transitions are used as a fallback instead of raising this flag. | More than 10 % of valid gaze samples fall outside the scene-camera frame [0, 1] in either axis; possible calibration drift or head rotation artefacts.
ses-20260320_grp-16_run01	P2	T2	True	False	True	401.90708399999994	1.0	0.0	gaze_out_of_bounds	More than 10 % of valid gaze samples fall outside the scene-camera frame [0, 1] in either axis; possible calibration drift or head rotation artefacts.
ses-20260320_grp-16_run01	P3	T2	True	True	True	401.9672549999999	1.0	0.0	pupil_right_low_coverage	Right-eye pupil diameter is missing for more than 30 % of samples.
ses-20260320_grp-16_run01	P4	T2	True	True	True	401.98722599999996	1.0	0.0	ok	ok
ses-20260320_grp-16_run01	P1	T3	True	False	True	181.96922199999995	1.0	0.0	blink_detection_unreliable;gaze_out_of_bounds	Gaze validity is too low (< 70%) to distinguish blinks from tracking failures; blink_count_est, blink_rate_per_min, and blink_duration_mean_s are set to NaN. When gaze_valid is stuck at 1.0 (>= 99%), pupil-NaN transitions are used as a fallback instead of raising this flag. | More than 10 % of valid gaze samples fall outside the scene-camera frame [0, 1] in either axis; possible calibration drift or head rotation artefacts.
ses-20260320_grp-16_run01	P2	T3	True	False	True	181.9892030000001	1.0	0.0	gaze_out_of_bounds	More than 10 % of valid gaze samples fall outside the scene-camera frame [0, 1] in either axis; possible calibration drift or head rotation artefacts.
ses-20260320_grp-16_run01	P3	T3	True	False	True	181.98920999999996	1.0	0.0	pupil_right_low_coverage;gaze_out_of_bounds	Right-eye pupil diameter is missing for more than 30 % of samples. | More than 10 % of valid gaze samples fall outside the scene-camera frame [0, 1] in either axis; possible calibration drift or head rotation artefacts.
ses-20260320_grp-16_run01	P4	T3	True	True	True	181.92914999999994	1.0	0.0	blink_detection_unreliable	Gaze validity is too low (< 70%) to distinguish blinks from tracking failures; blink_count_est, blink_rate_per_min, and blink_duration_mean_s are set to NaN. When gaze_valid is stuck at 1.0 (>= 99%), pupil-NaN transitions are used as a fallback instead of raising this flag.
ses-20260320_grp-16_run01	P1	T4	True	True	True	899.9882790000001	1.0	0.0	blink_detection_unreliable	Gaze validity is too low (< 70%) to distinguish blinks from tracking failures; blink_count_est, blink_rate_per_min, and blink_duration_mean_s are set to NaN. When gaze_valid is stuck at 1.0 (>= 99%), pupil-NaN transitions are used as a fallback instead of raising this flag.
ses-20260320_grp-16_run01	P2	T4	True	True	True	899.6676990000001	1.0	0.0	blink_detection_unreliable	Gaze validity is too low (< 70%) to distinguish blinks from tracking failures; blink_count_est, blink_rate_per_min, and blink_duration_mean_s are set to NaN. When gaze_valid is stuck at 1.0 (>= 99%), pupil-NaN transitions are used as a fallback instead of raising this flag.
ses-20260320_grp-16_run01	P3	T4	True	True	True	899.9682010000001	1.0	0.0	ok	ok
ses-20260320_grp-16_run01	P4	T4	True	True	True	899.9882809999999	1.0	0.0	ok	ok
